URL,city,service,currentIndexState,reasonNoindex,group,contentChanges,internalLinks,frequency,cannibalization,risk
https://master-na-dom.online/dezinfekciya-kursk,Курск,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/klining-kursk,Курск,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/sborka-mebeli-kursk,Курск,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/dezinfekciya-smolensk,Смоленск,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/klining-smolensk,Смоленск,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/sborka-mebeli-smolensk,Смоленск,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/dezinfekciya-tambov,Тамбов,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/klining-tambov,Тамбов,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/sborka-mebeli-tambov,Тамбов,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/dezinfekciya-tula,Тула,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/klining-tula,Тула,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/sborka-mebeli-tula,Тула,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),EXPERIMENTAL,"PENDING: needs >=4 unique AI paragraphs via scripts/generate-ai-content.mjs (not run yet - requires non-RU IP + OpenRouter key, see docs)",157,"not tracked (page currently unindexed, no SERP position data)","not checked individually - same pattern as Wave1 check (differentiated by city+service, no known competing URL)","low - major city, plausible real demand, technically complete except unique text"
https://master-na-dom.online/dezinfekciya-yaroslavl,Ярославль,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/klining-yaroslavl,Ярославль,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/sborka-mebeli-yaroslavl,Ярославль,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/dezinfekciya-bryansk,Брянск,Дезинфекция,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/klining-bryansk,Брянск,Клининг,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/sborka-mebeli-bryansk,Брянск,Сборка мебели,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",157,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-blagoveshchensk,Благовещенск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-elabuga,Елабуга,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-zhigulyovsk,Жигулёвск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-izhevsk,Ижевск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-mendeleevsk,Менделеевск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-naberezhnye-chelny,Набережные Челны,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-svetlyy,Светлый,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-sredneuralsk,Среднеуральск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-syktyvkar,Сыктывкар,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-tsivilsk,Цивильск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-chapaevsk,Чапаевск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-belogorsk,Белогорск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-bugry,Бугры,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-volzhsk,Волжск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-evpatoriya,Евпатория,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-ishimbay,Ишимбай,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-kaltan,Калтан,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-oktyabrsk,Октябрьск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-pavlovsk,Павловск,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-penza,Пенза,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-saki,Саки,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-salavat,Салават,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-sterlitamak,Стерлитамак,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
https://master-na-dom.online/remont-holodilnikov-syzran,Сызрань,Ремонт холодильников,noindex,NO_UNIQUE_TEXT (0 AI paragraphs in ai-content.db),CONTROL,"NONE - stays noindex, not touched",57,not tracked,not checked individually,"n/a - control, no changes"
